CATEGORIA;ENDPOINT;FUNCAO_JAVA;CONTROLADOR_ORIGEM;DESCRICAO_SUGERIDA
Sistema;/gympass/{ctx}/healthGympass;healthGympass;GymPassController;Realiza a ação 'healthGympass' no módulo de sistema.
Sistema;/gympass/{ctx}/horarios/{empresa}/{dia};horarios;GymPassController;Realiza a ação 'horarios' no módulo de sistema.
Sistema;/gympass/{ctx}/inativar/{empresa}/{reference}/{exceto};inativar;GymPassController;Realiza a ação 'inativar' no módulo de sistema.
Sistema;/gympass/{ctx}/log;log;GymPassController;Realiza a ação 'log' no módulo de sistema.
Sistema;/gympass/{ctx}/normalizar/{empresa};normalizar;GymPassController;Realiza a ação 'normalizar' no módulo de sistema.
Sistema;/gympass/{ctx}/obter-aluno-por-token/{token};obterAlunoPorToken;GymPassController;Realiza a ação 'obterAlunoPorToken' no módulo de sistema.
Sistema;/gympass/{ctx}/sincronizar;sincronizar;GymPassController;Realiza a ação 'sincronizar' no módulo de sistema.
Sistema;/gympass/{ctx}/slots-dia;slotsDia;GymPassController;Realiza a ação 'slotsDia' no módulo de sistema.
Sistema;/gympass/{ctx}/sync;sync;GymPassController;Realiza a ação 'sync' no módulo de sistema.
Sistema;/gympass/{ctx}/ultimas;ultimas;GymPassController;Realiza a ação 'ultimas' no módulo de sistema.
Sistema;/justfit/{ctx}/treino;treino;JustfitJSONControle;Realiza a ação 'treino' no módulo de sistema.
Sistema;/lesao/{ctx}/app;gravarLesao;LesaoJSONControle;Realiza a ação 'gravarLesao' no módulo de sistema.
Sistema;/lesao/{ctx}/app;consultarLesaoAPP;LesaoJSONControle;Realiza a ação 'consultarLesaoAPP' no módulo de sistema.
Sistema;/lesao/{ctx}/app/inativar-lesao/{id};inativarLesaoAPP;LesaoJSONControle;Realiza a ação 'inativarLesaoAPP' no módulo de sistema.
Sistema;/lesao/{ctx}/app/{id};editarLesaoAPP;LesaoJSONControle;Realiza a ação 'editarLesaoAPP' no módulo de sistema.
Sistema;/lesao/{ctx}/app/{id};excluirLesaoAPP;LesaoJSONControle;Realiza a ação 'excluirLesaoAPP' no módulo de sistema.
Sistema;/lesao/{ctx}/editar-lesao;editarLesaoAPP;LesaoJSONControle;Realiza a ação 'editarLesaoAPP' no módulo de sistema.
Sistema;/lesao/{ctx}/gravar-lesao;gravarLesaoAPP;LesaoJSONControle;Realiza a ação 'gravarLesaoAPP' no módulo de sistema.
Sistema;/locacoes/agendar/{dia};agendar;LocacaoVendasOnlineController;Realiza a ação 'agendar' no módulo de sistema.
Sistema;/locacoes/cancelar-agendamento-locacao/{ctx}/{codigoAgendamentoLocacao}/{codUsuario};cancelarAgendamentoLocacao;LocacaoVendasOnlineController;Realiza a ação 'cancelarAgendamentoLocacao' no módulo de sistema.
Sistema;/locacoes/obterDisponibilidades;buscarDisponibilidadesParaVendasOnline;LocacaoVendasOnlineController;Realiza a ação 'buscarDisponibilidadesParaVendasOnline' no módulo de sistema.
Sistema;/locacoes/{ctx};getLocacoes;LocacaoJSONControle;Realiza a ação 'getLocacoes' no módulo de sistema.
Sistema;/locacoes/{ctx}/addAlunoHorarioPlay;addAlunoHorarioPlay;LocacaoJSONControle;Realiza a ação 'addAlunoHorarioPlay' no módulo de sistema.
Sistema;/locacoes/{ctx}/addAlunoHorarioPlayCheckinCheckout;addAlunoHorarioPlayCheckinCheckout;LocacaoJSONControle;Realiza a ação 'addAlunoHorarioPlayCheckinCheckout' no módulo de sistema.
Sistema;/locacoes/{ctx}/agendar/{dia};agendar;LocacaoJSONControle;Realiza a ação 'agendar' no módulo de sistema.
Sistema;/locacoes/{ctx}/agendarV2/{dia};agendarV2;LocacaoJSONControle;Realiza a ação 'agendarV2' no módulo de sistema.
Sistema;/locacoes/{ctx}/aluno-locacao-horario-play/{codigo};deleteAlunoLocacaoHorarioPlay;LocacaoJSONControle;Realiza a ação 'deleteAlunoLocacaoHorarioPlay' no módulo de sistema.
Sistema;/locacoes/{ctx}/cancelar-agendamento-locacao/{codigoAgendamentoLocacao};cancelarAgendamentoLocacao;LocacaoJSONControle;Realiza a ação 'cancelarAgendamentoLocacao' no módulo de sistema.
Sistema;/locacoes/{ctx}/config/agendamento/{idHorario}/{agendamento};aulaDetalhada;LocacaoJSONControle;Realiza a ação 'aulaDetalhada' no módulo de sistema.
Sistema;/locacoes/{ctx}/disponibilidades/{dia};disponibilidades;LocacaoJSONControle;Realiza a ação 'disponibilidades' no módulo de sistema.
Sistema;/locacoes/{ctx}/finalizar-agendamento-locacao/{codigoAgendamentoLocacao};finalizarAgendamentoLocacao;LocacaoJSONControle;Realiza a ação 'finalizarAgendamentoLocacao' no módulo de sistema.
Sistema;/locacoes/{ctx}/locacoes-realizadas-por-dia;getLocacaoPorUsuario;LocacaoJSONControle;Realiza a ação 'getLocacaoPorUsuario' no módulo de sistema.
Sistema;/locacoes/{ctx}/reagendar/{codigoAgendamentoLocacao}/{dia};reagendar;LocacaoJSONControle;Realiza a ação 'reagendar' no módulo de sistema.
Sistema;/locacoes/{ctx}/validar-reagendamento/{codigoAgendamentoLocacao}/{novaData};validarDataReagendamento;LocacaoJSONControle;Realiza a ação 'validarDataReagendamento' no módulo de sistema.
Sistema;/login || /zX6hO3iQ1oD8bI1sB7vX7mW5vL3lE1nZ;login;LoginController;Realiza a ação 'login' no módulo de sistema.
Sistema;/login/addsessao || /zX6hO3iQ1oD8bI1sB7vX7mW5vL3lE1nZ/addsessao;adicionarSessao;LoginController;Realiza a ação 'adicionarSessao' no módulo de sistema.
Sistema;/login/dados || /zX6hO3iQ1oD8bI1sB7vX7mW5vL3lE1nZ/dados;dados;LoginController;Realiza a ação 'dados' no módulo de sistema.
Sistema;/login/ef92095f05323869f2d5e207faadb37a || /zX6hO3iQ1oD8bI1sB7vX7mW5vL3lE1nZ/ef92095f05323869f2d5e207faadb37a;loginAppCriptografado;LoginController;Realiza a ação 'loginAppCriptografado' no módulo de sistema.
Sistema;/login/gerar-token-usuario-zw || /zX6hO3iQ1oD8bI1sB7vX7mW5vL3lE1nZ/gerar-token-usuario-zw;gerarTokenUsuarioZw;LoginController;Realiza a ação 'gerarTokenUsuarioZw' no módulo de sistema.
Sistema;/login/importacao/usuario/{chave}/{empresa} || /zX6hO3iQ1oD8bI1sB7vX7mW5vL3lE1nZ/importacao/usuario/{chave}/{empresa};usuarioImportacao;LoginController;Realiza a ação 'usuarioImportacao' no módulo de sistema.
Sistema;/login/oJ7zH2rK8pG5zB6xO7hT2qV6zZ9yP9mW || /zX6hO3iQ1oD8bI1sB7vX7mW5vL3lE1nZ/oJ7zH2rK8pG5zB6xO7hT2qV6zZ9yP9mW;dadosCrypt;LoginController;Realiza a ação 'dadosCrypt' no módulo de sistema.
Sistema;/login/v2/app || /zX6hO3iQ1oD8bI1sB7vX7mW5vL3lE1nZ/v2/app;loginAppSemSenha;LoginController;Realiza a ação 'loginAppSemSenha' no módulo de sistema.
Sistema;/login/v2/dados || /zX6hO3iQ1oD8bI1sB7vX7mW5vL3lE1nZ/v2/dados;dadosV2;LoginController;Realiza a ação 'dadosV2' no módulo de sistema.
Sistema;/login/v2/pL9mN8kJ7hG6fD5sA4qW3eR2tY1uI0oP || /zX6hO3iQ1oD8bI1sB7vX7mW5vL3lE1nZ/v2/pL9mN8kJ7hG6fD5sA4qW3eR2tY1uI0oP;dadosV2Crypt;LoginController;Realiza a ação 'dadosV2Crypt' no módulo de sistema.
Sistema;/login/v3/app || /zX6hO3iQ1oD8bI1sB7vX7mW5vL3lE1nZ/v3/app;loginApp;LoginController;Realiza a ação 'loginApp' no módulo de sistema.
Sistema;/login/validar-usuario-movel || /zX6hO3iQ1oD8bI1sB7vX7mW5vL3lE1nZ/validar-usuario-movel;validarUsuarioMovel;LoginController;Realiza a ação 'validarUsuarioMovel' no módulo de sistema.
Sistema;/notificacoes/{ctx}/delete;delete;NotificacaoJSONControle;Realiza a ação 'delete' no módulo de sistema.
Sistema;/notificacoes/{ctx}/gerarNotificacao;gerarNotificacaoCRM;NotificacaoJSONControle;Realiza a ação 'gerarNotificacaoCRM' no módulo de sistema.
Sistema;/notificacoes/{ctx}/gerarNotificacaoEmail;gerarNotificacaoEmail;NotificacaoJSONControle;Realiza a ação 'gerarNotificacaoEmail' no módulo de sistema.
Sistema;/notificacoes/{ctx}/get;get;NotificacaoJSONControle;Realiza a ação 'get' no módulo de sistema.
Sistema;/notificacoes/{ctx}/historico;historico;NotificacaoJSONControle;Realiza a ação 'historico' no módulo de sistema.
Sistema;/notificacoes/{ctx}/marcarLida;marcarLida;NotificacaoJSONControle;Realiza a ação 'marcarLida' no módulo de sistema.
Sistema;/notificacoes/{ctx}/respostaNotificacao;respostaNotificacao;NotificacaoJSONControle;Realiza a ação 'respostaNotificacao' no módulo de sistema.
Sistema;/professor/sincronizar-professores/{ctx};sincronizarProfessores;ProfessorSinteticoJSONControle;Realiza a ação 'sincronizarProfessores' no módulo de sistema.
Sistema;/professor/sync/{ctx}/{empresa};sync;ProfessorSinteticoJSONControle;Realiza a ação 'sync' no módulo de sistema.
Sistema;/professor/{ctx}/corrigir-creditos;corrigirCreditos;ProfessorSinteticoJSONControle;Realiza a ação 'corrigirCreditos' no módulo de sistema.
Sistema;/professor/{ctx}/credito-recibo;inserirCreditos;ProfessorSinteticoJSONControle;Realiza a ação 'inserirCreditos' no módulo de sistema.
Sistema;/professor/{ctx}/creditos-aula;expirarCreditos;ProfessorSinteticoJSONControle;Realiza a ação 'expirarCreditos' no módulo de sistema.
Sistema;/professor/{ctx}/em-atendimento/{id};emAtendimento;ProfessorSinteticoJSONControle;Realiza a ação 'emAtendimento' no módulo de sistema.
Sistema;/professor/{ctx}/expirarCreditos;expirarCreditos;ProfessorSinteticoJSONControle;Realiza a ação 'expirarCreditos' no módulo de sistema.
Sistema;/professor/{ctx}/processarBIProfessores;processarBIProfessores;ProfessorSinteticoJSONControle;Realiza a ação 'processarBIProfessores' no módulo de sistema.
Sistema;/professor/{ctx}/processarBIProfessoresAcessosExecucoes;processarBIProfessoresAcessosExecucoes;ProfessorSinteticoJSONControle;Realiza a ação 'processarBIProfessoresAcessosExecucoes' no módulo de sistema.
Sistema;/professor/{ctx}/professorDisponivel;professorDisponivel;ProfessorSinteticoJSONControle;Realiza a ação 'professorDisponivel' no módulo de sistema.
Sistema;/professor/{ctx}/todos;professorSintetico;ProfessorSinteticoJSONControle;Realiza a ação 'professorSintetico' no módulo de sistema.
Sistema;/professor/{ctx}/veriFicarProfessorDisponivel;veriFicarProfessorDisponivel;ProfessorSinteticoJSONControle;Realiza a ação 'veriFicarProfessorDisponivel' no módulo de sistema.
Sistema;/programa/franqueadora/{id}/{chaveFranqueadora};consultarProgramaTreinoFranqueadora;ProgramaTreinoJSONControle;Realiza a ação 'consultarProgramaTreinoFranqueadora' no módulo de sistema.
Sistema;/programa/listar-predefinidos/{ctx};consultarProgramasPredefinidosFull;ProgramaTreinoJSONControle;Realiza a ação 'consultarProgramasPredefinidosFull' no módulo de sistema.
Sistema;/programa/pendentes/{ctx};consultarTreinoPorIA;ProgramaTreinoJSONControle;Realiza a ação 'consultarTreinoPorIA' no módulo de sistema.
Sistema;/programa/pre-definido/franqueadora;consultarProgramasPreDefinidosSlimFranqueadora;ProgramaTreinoJSONControle;Realiza a ação 'consultarProgramasPreDefinidosSlimFranqueadora' no módulo de sistema.
Sistema;/programa/{contexto}/alterarPrograma;alterarPrograma;ProgramaTreinoJSONControle;Realiza a ação 'alterarPrograma' no módulo de sistema.
Sistema;/programa/{contexto}/incluirProgramaAoAluno;incluirProgramaAoAluno;ProgramaTreinoJSONControle;Realiza a ação 'incluirProgramaAoAluno' no módulo de sistema.
Sistema;/programa/{contexto}/ultimos;obterUltimosProgramas;ProgramaTreinoJSONControle;Realiza a ação 'obterUltimosProgramas' no módulo de sistema.
Sistema;/programa/{contexto}/ultimosZW;obterUltimosProgramas;ProgramaTreinoJSONControle;Realiza a ação 'obterUltimosProgramas' no módulo de sistema.
Sistema;/programa/{ctx}/andamento;andamentoPrograma;ProgramaTreinoJSONControle;Realiza a ação 'andamentoPrograma' no módulo de sistema.
Sistema;/programa/{ctx}/app/consultarHistoricoExecs;consultarHistoricoExecsApp;ProgramaTreinoJSONControle;Realiza a ação 'consultarHistoricoExecsApp' no módulo de sistema.
Sistema;/programa/{ctx}/app/consultarProgramaBase;consultarProgramaBaseApp;ProgramaTreinoJSONControle;Realiza a ação 'consultarProgramaBaseApp' no módulo de sistema.
Sistema;/programa/{ctx}/app/consultarUltimoPrograma;consultarUltimoProgramaApp;ProgramaTreinoJSONControle;Realiza a ação 'consultarUltimoProgramaApp' no módulo de sistema.
Sistema;/programa/{ctx}/app/dados;dadosTreinos;ProgramaTreinoJSONControle;Realiza a ação 'dadosTreinos' no módulo de sistema.
Sistema;/programa/{ctx}/app/excluiProgramaTreinoPorId;excluiProgramaTreinoPorId;ProgramaTreinoJSONControle;Realiza a ação 'excluiProgramaTreinoPorId' no módulo de sistema.
Sistema;/programa/{ctx}/app/persistirPrograma;persistirProgramaApp;ProgramaTreinoJSONControle;Realiza a ação 'persistirProgramaApp' no módulo de sistema.
Sistema;/programa/{ctx}/app/removerPrograma;removerProgramaApp;ProgramaTreinoJSONControle;Realiza a ação 'removerProgramaApp' no módulo de sistema.
Sistema;/programa/{ctx}/app/renovarPrograma;renovarProgramaApp;ProgramaTreinoJSONControle;Realiza a ação 'renovarProgramaApp' no módulo de sistema.
Sistema;/programa/{ctx}/app/revisaoPrograma;revisaoProgramaApp;ProgramaTreinoJSONControle;Realiza a ação 'revisaoProgramaApp' no módulo de sistema.
Sistema;/programa/{ctx}/atual;obterAtual;ProgramaTreinoJSONControle;Realiza a ação 'obterAtual' no módulo de sistema.
Sistema;/programa/{ctx}/atual/versao;obterVersaoProgramaAtual;ProgramaTreinoJSONControle;Realiza a ação 'obterVersaoProgramaAtual' no módulo de sistema.
Sistema;/programa/{ctx}/atualPorMatricula;atualPorMatricula;ProgramaTreinoJSONControle;Realiza a ação 'atualPorMatricula' no módulo de sistema.
Sistema;/programa/{ctx}/atualizarNrTreinos;atualizarNrTreinos;ProgramaTreinoJSONControle;Realiza a ação 'atualizarNrTreinos' no módulo de sistema.
Sistema;/programa/{ctx}/aulasAgendadasPorAluno/{matricula};consultarAulasAgendadasPorAluno;ProgramaTreinoJSONControle;Realiza a ação 'consultarAulasAgendadasPorAluno' no módulo de sistema.
Sistema;/programa/{ctx}/criaProgramaTreinoPorIA;criaProgramaTreinoPorIA;ProgramaTreinoJSONControle;Realiza a ação 'criaProgramaTreinoPorIA' no módulo de sistema.
Sistema;/programa/{ctx}/default;gerarProgramaDefault;ProgramaTreinoJSONControle;Realiza a ação 'gerarProgramaDefault' no módulo de sistema.
Sistema;/programa/{ctx}/ehIYzrr2mfO10T8rw4zqaSmm9IuurDBqwOOSQj2C8os;atualPorMatriculaCrypt;ProgramaTreinoJSONControle;Realiza a ação 'atualPorMatriculaCrypt' no módulo de sistema.
Sistema;/programa/{ctx}/excluir;excluir;ProgramaTreinoJSONControle;Realiza a ação 'excluir' no módulo de sistema.
Sistema;/programa/{ctx}/executarFicha;executarFichaRetorno;ProgramaTreinoJSONControle;Realiza a ação 'executarFichaRetorno' no módulo de sistema.
Sistema;/programa/{ctx}/historicoExecucoes;historicoExecucoes;ProgramaTreinoJSONControle;Realiza a ação 'historicoExecucoes' no módulo de sistema.
Sistema;/programa/{ctx}/importar-programas-by-dto;importarProgramas;ProgramaTreinoJSONControle;Realiza a ação 'importarProgramas' no módulo de sistema.
Sistema;/programa/{ctx}/lembreteCompromisso;lembreteCompromisso;ProgramaTreinoJSONControle;Realiza a ação 'lembreteCompromisso' no módulo de sistema.
Sistema;/programa/{ctx}/objPredef;objPredef;ProgramaTreinoJSONControle;Realiza a ação 'objPredef' no módulo de sistema.
Sistema;/programa/{ctx}/objPredef/sync;objPredef_sync;ProgramaTreinoJSONControle;Realiza a ação 'objPredef_sync' no módulo de sistema.
Sistema;/programa/{ctx}/persistir;persistir;ProgramaTreinoJSONControle;Realiza a ação 'persistir' no módulo de sistema.
Sistema;/programa/{ctx}/programaultimasexecucoes;ultimasExcucoesFichasPrograma;ProgramaTreinoJSONControle;Realiza a ação 'ultimasExcucoesFichasPrograma' no módulo de sistema.
Sistema;/programa/{ctx}/renovar;renovar;ProgramaTreinoJSONControle;Realiza a ação 'renovar' no módulo de sistema.
Sistema;/programa/{ctx}/revisar;revisar;ProgramaTreinoJSONControle;Realiza a ação 'revisar' no módulo de sistema.
Sistema;/programa/{ctx}/selecaoFicha;atualizarNrTreinos;ProgramaTreinoJSONControle;Realiza a ação 'atualizarNrTreinos' no módulo de sistema.
Sistema;/programa/{ctx}/submitserie;submitSerie;ProgramaTreinoJSONControle;Realiza a ação 'submitSerie' no módulo de sistema.
Sistema;/programa/{ctx}/submittreino;submitTreino;ProgramaTreinoJSONControle;Realiza a ação 'submitTreino' no módulo de sistema.
Sistema;/programa/{ctx}/submittreinoComment;submitTreinoComment;ProgramaTreinoJSONControle;Realiza a ação 'submitTreinoComment' no módulo de sistema.
Sistema;/programa/{ctx}/submittreinoCommentAPP;submittreinoCommentAPP;ProgramaTreinoJSONControle;Realiza a ação 'submittreinoCommentAPP' no módulo de sistema.
Sistema;/programa/{ctx}/sync;sync;ProgramaTreinoJSONControle;Realiza a ação 'sync' no módulo de sistema.
Sistema;/programa/{ctx}/ultimaAtualizacao;ultimaAtualizacao;ProgramaTreinoJSONControle;Realiza a ação 'ultimaAtualizacao' no módulo de sistema.
Sistema;/programa/{ctx}/ultimoPrograma;ultimoPrograma;ProgramaTreinoJSONControle;Realiza a ação 'ultimoPrograma' no módulo de sistema.
Sistema;/programa/{ctx}/v2/aulasAgendadasPorAluno/{matricula};consultarAulasAgendadasPorAlunoV2;ProgramaTreinoJSONControle;Realiza a ação 'consultarAulasAgendadasPorAlunoV2' no módulo de sistema.
Sistema;/programa/{ctx}/v2/submittreinoCommentAPP;submittreinoCommentAPPV2;ProgramaTreinoJSONControle;Realiza a ação 'submittreinoCommentAPPV2' no módulo de sistema.
Sistema;/programa/{ctx}/v3/submittreinoCommentAPP;submittreinoCommentAPPV3;ProgramaTreinoJSONControle;Realiza a ação 'submittreinoCommentAPPV3' no módulo de sistema.
Sistema;/psec/acompanhamento-personal/atualizar;atualizarAulasAberto;AcompanhamentoPersonalController;Realiza a ação 'atualizarAulasAberto' no módulo de sistema.
Sistema;/psec/acompanhamento-personal/aulas-aberto;obterAulasEmAberto;AcompanhamentoPersonalController;Realiza a ação 'obterAulasEmAberto' no módulo de sistema.
Sistema;/psec/acompanhamento-personal/configuracao;obterConfiguracao;AcompanhamentoPersonalController;Realiza a ação 'obterConfiguracao' no módulo de sistema.
Sistema;/psec/acompanhamento-personal/url-monitor;obterUrlMonitor;AcompanhamentoPersonalController;Realiza a ação 'obterUrlMonitor' no módulo de sistema.
Sistema;/psec/acompanhamento-personal/usuario-atual;obterUsuarioAtual;AcompanhamentoPersonalController;Realiza a ação 'obterUsuarioAtual' no módulo de sistema.
Sistema;/psec/agenda-cards;obterCards;AgendaCardsController;Realiza a ação 'obterCards' no módulo de sistema.
Sistema;/psec/agenda-cards/aula-detalhada/{horario-turma-id}/{dia};aulaDetalhada;AgendaCardsController;Realiza a ação 'aulaDetalhada' no módulo de sistema.
Sistema;/psec/agenda-cards/disponibilidades/{tipo}/{dia}/{horaSelecionada}/{horaSelecionadaFinal};aulaDetalhada;AgendaCardsController;Realiza a ação 'aulaDetalhada' no módulo de sistema.
Sistema;/psec/agenda-cards/disponibilidadesV2/{tipo}/{dia}/{horaSelecionada}/{horaSelecionadaFinal};aulaDetalhadaV2;AgendaCardsController;Realiza a ação 'aulaDetalhadaV2' no módulo de sistema.
Sistema;/psec/agenda-cards/locacao-play-detalhada/{locacao-horario-id}/{ambiente}/{dia};locacaoPlayDetalhada;AgendaCardsController;Realiza a ação 'locacaoPlayDetalhada' no módulo de sistema.
